SUBURB,POBOX,SUBURBCODE,CITY
STELLA LONDT PARK,,6045,PORT ELIZABETH
STRATHAVON UIT 3,2031,,BRYANSTON
STRYDENBURG,8765,8765,-
STOMPNEUSBAAI,7382,,VREDENBURG
VANGUARD EST,,7764,ATHLONE
SOSHANGUVE BLOCK WW,164,,-
SUNDUZWAYO,4105,,UMBUMBULU
WEST ACRES EXT,,1201,NELSPRUIT
SUNDOWNER EXT 33,2161,,JOHANNESBURG
TASBET PARK EXT 1,1040,,TASBET PARK
SONHEUWEL UIT,,1201,NELSPRUIT
TASBET PARK EXT 3,1040,,TASBET PARK
SOSHANGUVE,164,152,-
STEYNSRUS,,7320,PIKETBERG
STERREWAG,,181,WATERKLOOF
SEBOKENG EXT 2,,1984,SEBOKENG
SHAKAVILLE,4450,4449,STANGER
SUNWARD PARK,1470,1459,BOKSBURG
THE WILLOWS EXT 1,41,,DIE WILGERS
SUIDLOKASIE,,6270,ABERDEEN
SOSHANGUVE BLOCK UU,164,,-
SUNNINGHILL-WES,2072,,BRYANSTON
VALFONTEIN,472,,-
THE HILL EXT 8,,2197,JOHANNESBURG
SUNDOWNER UIT 8,2161,,JOHANNESBURG
THERESAPARK UIT 15,155,,THERESAPARK
TOKOZA UIT,,1426,TOKOZA
WELTEVREDENPARK EXT 19,,1709,FLORIDA
WESTBURY UIT 4,,2093,JOHANNESBURG
SHERWOOD,,4091,DURBAN
SIQUNGWENI,5170,,TSOLO
UNIVERSITY OF PORT ELIZABETH,6031,,PORT ELIZABETH
THORNHILL,5100,,UMTATA
TERENURE UIT 25,,1619,KEMPTON PARK
WELTEVREDENPARK EXT 73,,1709,FLORIDA
TSHING TSP EXT 1,,2710,VENTERSDORP
TINARUSTE,4786,,MOUNT FLETCHER
UMZINTO,4200,,-
SWINBURNE,9883,,HARRISMITH
UPPER TONGAAT,4402,,TONGAAT
STRATHAVON EXT 18,2031,,BRYANSTON
THE REEDS UIT 19,158,,THE REEDS
TSHIAWELO EXT 2,,1818,TSHIAWELO
ROBERTVILLE EXT 3,,1709,FLORIDA
SOSHANGUVE BLOCK V,164,,SOSHANGUVE
RIVERSIDE EXT 2,,1754,KAGISO
SENDERWOOD,2145,2007,JOHANNESBURG
ROBERTVILLE UIT 3,,1709,FLORIDA
ST MICHAELS,,7560,BRACKENFELL
SOUTHERNWOOD,5213,5201,EAST LONDON
TEMBISA EXT 5,,1632,TEMBISA
SALT ROCK,4391,,UMHLALI
SENTRARAND,1513,,PUTFONTEIN
SAVANNAH PARK,14,157,CENTURION
SHILUVANE,873,873,TZANEEN
RISIDALE,,2195,JOHANNESBURG
SEBOKENG UIT 14,1984,,SEBOKENG
SOKAPASE,4960,,BUTTERWORTH
SALVOKOP,,2,PRETORIA
REGENT PARK,,5247,EAST LONDON
SEBOKENG ZONE 16,,1983,SEBOKENG
REFILWE,1003,,CULLINAN
SAFARI TUINE UIT 4,,299,RUSTENBURG
SIGOGA,4753,,MAGADLA
SOSHANGUVE BLOCK L EXT 3,164,,SOSHANGUVE
STONYRIDGE,5100,,UMTATA
SOSHANGUVE BLOCK LL,164,,SOSHANGUVE
SPRINGS EXT,,1559,SPRINGS
RESERVOIR HILLS,4090,4091,DURBAN
SINTHUMULE,921,921,LOUIS TRICHARDT
SUMMERWOOD,,6001,PORT ELIZABETH
RIDGEWAY UIT 5,,2091,JOHANNESBURG
SUNNINGHILL EXT 30,2157,,JOHANNESBURG
SIDESAVIVA,,6970,BEAUFORT WEST
SABIE UIT 5,1260,,SABIE
SELBY,,2001,JOHANNESBURG
SARAFINA UIT 3,2531,,POTCHEFSTROOM
SILVERTOWN,1865,,DOBSONVILLE
TSHABO 3,5663,,-
SQUARE HILL,,7945,RETREAT
SOUTH RIDGE PARK,,5100,UMTATA
THE ORCHARDS,201,,BOORDFONTEIN
UMDONI VILLAGE,4184,,PENNINGTON
WEMBEZI,3310,,ESTCOURT
SIGINGQINI,5707,,-
SOUTHGATE,4157,4068,PHOENIX
TAUNG,8584,,-
TOWN BOARD,4278,,MUNSTER
VILLA PALMA,,7580,KUILSRIVIER
WESTCLIFF,,7200,HERMANUS
RITCHIE UIT 2,,8301,KIMBERLEY
THABABUSIHO,9869,,WITSIESHOEK
TASBET PARK,1040,,WITBANK
STEYTLERVILLE DGD,6250,,STEYTLERVILLE
UMKOMAAS VALLEY,3742,,-
ST ANDREWS EXT 3,,2007,JOHANNESBURG
SUNKIST EST,,7530,BELLVILLE
SIDUBI POORT,5380,,COFIMVABA
STAFFORD'S POST,4686,,-
THORNTON,7485,7460,GOODWOOD
VALDIN HEIGHTS,,4339,VERULAM
THE REEDS EXT 3,158,,THE REEDS
SITYAM,4960,,BUTTERWORTH
ST HELENA,,9459,WELKOM
UMDLOTI BEACH,4350,4350,UMHLANGA ROCKS
UMLAZI C SECT,,4066,NTOKOZWENI
WENDYWOOD EXT 1,2148,,JOHANNESBURG
VAN RIEBEECKPARK,1629,1619,KEMPTON PARK
UMGENI PARK,4098,,DURBAN
WEST HILL,,6229,UITENHAGE
WINNIE MANDELA,1635,,TEMBISA EXT
WINTERVELD,198,,MABOPANE
SUNNINGHILL,2157,,JOHANNESBURG
TEMBISA UIT 5,,1632,TEMBISA
VAN DYKSDRIF,2245,,-
VICTORIA-WES,7070,7070,-
WESBANK,,5601,KING WILLIAMS TOWN
VAN RIEBEECKPARK,,6850,WORCESTER
VREDEKLOOF,,7560,BRACKENFELL
SOUTHGATE,3200,,PIETERMARITZBURG
STILBAAI-WES,,6674,STILBAAI
VEGKOP,,9650,HEILBRON
VALSPAN,8553,,JAN KEMPDORP
UMBOGINTWINI,4120,4126,AMANZIMTOTI
TUINHOF,,9499,KROONSTAD
VOLLGRAAFFSIG,8824,,UPINGTON
SUNDOWNER EXT 21,2161,,JOHANNESBURG
VERGESIG,,7550,DURBANVILLE
TLHAKGAMENG,8616,,VRYBURG
VERDEDIGINGSTERREIN,,2,PRETORIA
WEST ACRES EXT 5,,1201,NELSPRUIT
SYDENHAM,,6001,PORT ELIZABETH
SUNWARD PARK UIT 6B,,1459,BOKSBURG
WHITE CITY,,2285,EMBALENHLE
WELTEVREDENPARK UIT 28,,1709,FLORIDA
THEESCOMBE,,6070,PORT ELIZABETH
WITPOORTJIE EXT 7,,1724,ROODEPOORT
TSHIKONDENI,959,,THOHOYANDOU
VOSLOORUS UIT 16,,1475,RUSLOO
TEMBA UIT 2,,407,TEMBA
VOORSPOED,9460,,WELKOM
TIBEDI,774,,PIETERSBURG
UNION UIT 10,,1401,GERMISTON
VICTORIA PARK,,6850,WORCESTER
WITRIVIER UIT 21,1240,,WITRIVIER
STILFONTEIN EAST,,2551,STILFONTEIN
SUNNYSIDE,9585,,PARYS
VAN RIEBEECKPARK UIT 7,,1619,KEMPTON PARK
VINCENT HEIGHTS-OOS,,5241,OOS-LONDEN
RETHABILE UIT 4,,122,MAMELODI
RELEBOHILE,9982,9499,LUCKHOFF
SCHWEIZER-RENEKE,2780,2780,-
SONNEGLANS UIT 4,2158,,JOHANNESBURG
SOSHANGUVE EXT 3,164,,SOSHANGUVE
STRUISBULT UIT 1,,1559,SPRINGS
SEA SLOPES,4275,,MARGATE
SPRINGS UIT,,1559,SPRINGS
RIVER VIEW,,6850,WORCESTER
RUITERHOF UIT 3,,2194,JOHANNESBURG
SANDTON CITY,2146,2196,-
STRUBENSVALLEI,1735,,-
SHERIDON PARK,,7945,STEENBERG
TAFTA PARK,4146,,MALVERN
SAXONWOLD,2132,2196,JOHANNESBURG
RAINBOW VALLEY UIT,1821,,LENASIA
RYNFIELD UIT 3,1501,,BENONI
RIVER CLUB UIT 13,2149,,JOHANNESBURG
SANDOWN UIT 5,2031,,STRATHAVON
ROOKDALE,3351,,BERGVILLE
THE REEDS UIT 6,158,,THE REEDS
ROCKESCLIFF,2920,,WASBANK
SANDOWN EXT 17,2031,,STRATHAVON
SOUTH RIDING,,7780,OTTERY
ROOIHUISKRAAL EXT 19,154,,ROOIHUISKRAAL
SELBY EXT 4,,2092,JOHANNESBURG
SEKHING,8599,,TAUNG STATION
SOBABILI,3310,,ESTCOURT
SIYALU,5600,,KING WILLIAMS TOWN
SONSTRAAL,,7550,DURBANVILLE
SANDERSVILLE,,9650,HEILBRON
ROTHDENE,1964,1961,-
STEILTES UIT 10,,1201,NELSPRUIT
RUSTENBURG UIT 3,,299,RUSTENBURG
SONHEUWEL EXT,,1201,NELSPRUIT
SILVERTOWN,,6200,NEW BRIGHTON
SILWERKRANS,2839,,MADIKWE
STONEHILL EST,,7493,RAVENSMEAD
THUTHUKA,4126,,AMANZIMTOTI
TIEGERPOORT,56,,PRETORIA
TSWELELANG UIT 3,,2630,WOLMARANSSTAD
ROYAL BLOCK,,6280,GRAAFF-REINET
SEKWATI,1063,,SEKHUKHUNE
STANMORE,,4068,PHOENIX
SUNAIR PARK,1549,,MINNEBRON
SW 7,,1911,VANDERBIJLPARK
VERGESIG,9680,,WESSELSBRON
UMLAZI,4031,,NTOKOZWENI
TSHABO 1,5663,,-
SOSHANGUVE G,,152,SOSHANGUVE
SILVERTON EXT 6,,184,SILVERTON
TSAKANE EXT,1551,,TSAKANE
THULINI,3287,,KRANSKOP
TSWELELANG EXT 3,,2630,WOLMARANSSTAD
SUNSET ACRES,,2196,JOHANNESBURG
RYNFIELD UIT 30,1501,,BENONI
ST FAITH'S,4642,,PORT SHEPSTONE
ST MARK'S,5328,,QUEENSTOWN
SEBOKENG SONE 16,,1983,SEBOKENG
SENZOKUHLE,4310,,INANDA
VUMANHLAMVU,3858,,NKANDLA
STRATHAVON UIT 38,2031,,STRATHAVON
SIHLANGU,1349,,NELSPRUIT
SIPHOSABADLETSHE,3960,,HLUHLUWE
TWINSVILLE,5880,,CRADOCK
VAL-DE-GRACE EXT 4,,184,SILVERTON
WELKOM UIT 19,,9459,WELKOM
RYNPARK EXT 2,,1501,BENONI
SWEMPOORT,5435,,DORDRECHT
TSAKANE UIT 15,1550,,TSAKANE
VHULAUDZI,926,,SIBASA
TSHIAWELO UIT 1,,1818,TSHIAWELO
WALDRIFT,,1939,VEREENIGING
VAALOEWER,,1902,VANDERBIJLPARK
TERENURE EXT 19,,1619,KEMPTON PARK
VRYHEID,3100,3100,VRYHEID
WATERLOO,4340,,-
WELGELEGEN EXT 1,,699,PIETERSBURG
TORSVALE PARK,4019,,DURBAN NORTH
VALMARY PARK,,7550,DURBANVILLE
VOSLOORUS EXT 2,,1475,RUSLOO
SUNNINGHILL PARK,2157,,JOHANNESBURG
STELLENRYK,,7550,DURBANVILLE
STRATFORD GREEN,,7100,EERSTE RIVER
TUSCANY GLEN,,7100,EERSTE RIVER
SYMHURST,,1401,GERMISTON
VENTERSDORP EXT 2,2710,,VENTERSDORP
TASBET PARK UIT,1040,,TASBET PARK
SUNRIDGE EST,,7441,TABLE VIEW
THE PINES,,7530,BELLVILLE
SILVERTON RIF,,184,SILVERTON
SONGLOED,,2571,KLERKSDORP
TSILITWA,5180,,QUMBU
TURFLAAGTE,9323,,KAGISANONG
WELKOM EXT 18,,9459,WELKOM
TERENURE,,1619,KEMPTON PARK
WATERVAL-BOVEN,1195,,-
WEST ACRES EXT 29,,1201,NELSPRUIT
VREDENDAL,8160,8160,-
WELTEVREDENPARK UIT 29,,1709,FLORIDA
TSHING DGD UIT 3,,2710,VENTERSDORP
TYGERDAL,,7460,GOODWOOD
THE STEWARDS,,1501,BENONI
TOEKOMSRUS,1765,1759,RANDFONTEIN
SUNBURY EST,,7945,HEATHFIELD
STEENBERG,7947,7945,-
VAALPARK,1948,1947,SASOLBURG
STEILTES EXT 10,,1201,NELSPRUIT
SYFERBULT,332,,RUSTENBURG
SELBY EXT 10,,2092,JOHANNESBURG
TASBET PARK UIT 1,1040,,TASBET PARK
TERENURE UIT 6,,1619,KEMPTON PARK
SEBOKENG UIT 20,,1984,SEBOKENG
TESSELAARSDAL,,7230,CALEDON
STOFFELTON,3227,,IMPENDLE
SOMERSET PARK,,7130,SOMERSET WEST
ST JAMES,4147,,MALVERN
SQUARE DEAL,9487,,MOTSETHABANG
SES BRUGGE,8808,,UPINGTON
SUNNINGHILL UIT 5,2157,,JOHANNESBURG
SCOTTSVILLE,3209,3201,PIETERMARITZBURG
SANDOWN UIT 15,2031,,STRATHAVON
TALEMOFU,5080,,MQANDULI
SOSHANGUVE BLOCK BB,,152,SOSHANGUVE
THAPELO,353,,RUSTENBURG
THE HAGUE,,7100,EERSTE RIVER
SOPHIATOWN,,2092,-
VERGENOEG EXT 8,,8345,MANKURWANE
SUNNINGHILL EXT 36,2157,,JOHANNESBURG
THANDANANI,4117,,-
TRIOMF,,2092,JOHANNESBURG
ROOIHUISKRAAL UIT 9,154,,ROOIHUISKRAAL
ROODEKRANS EXT 9,,1724,ROODEPOORT
SOUTHEYVILLE,5375,,COFIMVABA
ROODEKRANS EXT 8,,1724,ROODEPOORT
SESFONTEIN,1512,,PETIT
THE SQUARE,4320,,UMHLANGA ROCKS
VAN STADENSRUS,9945,,ZASTRON
VREDEDORP,2141,2092,JOHANNESBURG
TOKOLOGO,9585,,PARYS
SANDOWN UIT 9,2031,,STRATHAVON
SITOFILE,6206,,-
SUNNINGHILL EXT 5,2157,,JOHANNESBURG
SUNNYBRAE,,7700,NEWLANDS
UNIVERSITAS WEST,,9301,BLOEMFONTEIN
SHERIDAN,9704,,BETHLEHEM
SONEIKE,,7580,KUILSRIVIER
STRATHAVON EXT 2,2031,,BRYANSTON
THEMBISA,,1055,MIDDELBURG
THOMASRIVIER,,5311,-
TERENURE EXT 13,,1619,KEMPTON PARK
TSHAULU,987,987,GIYANI
SOMERSET EAST OLD TOWNSHIP,,5850,SOMERSET EAST
SELCOURT UIT 5,,1559,SPRINGS
SESENG,8447,8447,-
SALEM,6150,,GRAHAMSTOWN
STRUBENS VALLEY,1735,,-
STONES POST,5090,,MOUNT FRERE
WEPENER,9944,9944,-
THE ORCHARDS EXT 11,200,,ROSSLYN
SUNWARD PARK EXT 6,,1459,BOKSBURG
SOSHANGUVE UIT 3,164,,SOSHANGUVE
SUNNYROCK,,1401,GERMISTON
SPARKS EST,,4091,DURBAN
SUURGOUD,1784,,WESTONARIA
TIBANEFONTEIN,748,,JUNO
VENTERSBURG,9450,9450,-
THE FARM,,7785,MITCHELLS PLAIN
SNAKEFIELD,4740,,MALUTI
SAFARI TUINE UIT 10,,299,RUSTENBURG
SUNNINGHILL UIT 32,2157,,JOHANNESBURG
SHANGE,3815,,STANGER
SOSHANGUVE BLOCK CC,164,,SOSHANGUVE
SUMMERPRIDE,,5247,EAST LONDON
TONTI,4810,,FLAGSTAFF
WATERKLOOF,,7530,BELLVILLE
THE VINES EST,,7806,CONSTANTIA
SUNWARD PARK EXT 6B,,1459,BOKSBURG
SEVENOAKS,3249,,GREYTOWN
SLOANE PARK,2152,,JOHANNESBURG
TAFILE,,5319,QUEENSTOWN
UPINGTON EXT 42,,8801,UPINGTON
SUIDER STRAND,,7140,STRAND
TALENI,5021,5021,IDUTYWA
VILLAGE DEEP,,2001,JOHANNESBURG
TSWELELANG UIT 5,,2630,WOLMARANSSTAD
THORNHILL EST,,7764,ATHLONE
UNION UIT 14,,1401,GERMISTON
SUNDOWNER,2161,,JOHANNESBURG
VANDIA GROVE UIT 1,,2194,JOHANNESBURG
TSHEPO UIT,,1632,TEMBISA
VALERIEDENE,,2195,JOHANNESBURG
VOSLOORUS EXT 11,,1475,RUSLOO
SUNNINGHILL EXT 37,2157,,JOHANNESBURG
TYOKSVILLE,,6242,KWANOBUHLE
VELDDRIF,7365,7365,-
UMLAASWEG,3730,,HAMMARSDALE
SEKGAKGAPENG,651,,POTGIETERUS
TEMBISA EXT 4,,1632,TEMBISA
TOWNVIEW,,4449,STANGER
THABONG,9870,,WITSIESHOEK
WAPADRAND UIT 3,50,,WAPADRAND
THABAZIMBI,380,,-
VOLTARGO,2226,,WITBANK
VOSLOORUS SOUTH,1473,,RUSLOO
WITBANK EXT 1,,1034,WITBANK
VICTORIA PARK,,6001,PORT ELIZABETH
TLHABOLOGANG,2725,,COLIGNY
SUNNINGDALE PARK,2128,,JOHANNESBURG
SIMBA,2031,,BRYANSTON
SOUTHFORK,,7140,STRAND
SUNNYDALE,,7975,FISH HOEK
UNION EXT 10,,1401,GERMISTON
TSHEPO EXT,,1632,TEMBISA
SANDHURST UIT 4,,2196,JOHANNESBURG
SANDOWN,2031,,STRATHAVON
SANTOSHAVEN,6506,,MOSSEL BAY
SANCTUARY PARK EST,,4093,QUEENSBURGH
SCHORNVILLE,,5601,KING WILLIAMS TOWN
SILVERGLEN NATURE RESERVE,4142,,CHATSWORTH
STRATHAVON EXT 38,2031,,STRATHAVON
RUSTIVIA,,1401,PRIMROSE
STRATHAVON EXT 1,2031,,BRYANSTON
SIBHAYI,3967,,MKUZE
SUNDYSIDE,857,,-
SUNDOWNER UIT 31,2161,,JOHANNESBURG
SE 1,,1911,VANDERBIJLPARK
REMBRANDT RIDGE,,2090,JOHANNESBURG
RUSLOO EXT,1476,,-
RIVER CLUB EXT 20,2149,,JOHANNESBURG
SADA,,5630,WHITTLESEA
STRATHAVON EXT 7,2148,,JOHANNESBURG
STAATSDORP,,1501,BENONI
TOTIUSDAL,134,186,PRETORIA
TYELEBANE,5024,,CLARKEBURY
SEA CREST,,7798,STRANDFONTEIN
SINOVILLE EXT 3,,182,PRETORIA NORTH
SOUTHSEAS,6172,,PORT ALFRED
SHALIMAR RIDGE,,1441,HEIDELBERG
SYMHURST UIT,,1401,GERMISTON
SURIYA HEIGHTS,,4339,VERULAM
SITE ELEVEN,3200,,PIETERMARITZBURG
RYNFIELD EXT 1,,1501,-
RUE MONT CLARE,,7130,SOMERSET WEST
WELBEDACHT,4142,4092,CHATSWORTH
VRYGROND,,7945,RETREAT
SILVERTON UIT 5,,184,SILVERTON
ROSHNEE,1936,,VEREENIGING
SCENERY PARK,5253,5247,EAST LONDON
SPRINGS EXT 2,,1559,SPRINGS
TSAKANE UIT 12,,1550,TSAKANE
SOSHANGUVE BLOCK XX,164,,-
ST CUTHBERT'S,5171,5171,TSOLO
VAALPARK,,2619,ORKNEY
SANDOWN EXT 36,2031,,STRATHAVON
TAYLORPARK UIT 3,,1949,ZAMDELA
THEODON,1440,,HEIDELBERG
TOWN TWO,,7784,KHAYALITSHA
UMKOMAAS,4170,4170,UMKOMAAS
SELBY UIT 18,,2092,JOHANNESBURG
SOUTHDALE,2135,2091,JOHANNESBURG
SENTRAAL,,6001,PORT ELIZABETH
STRUBENSVALLEI UIT 3,1735,,ROODEPOORT
VOELKLIP,,7200,HERMANUS
TABLE VIEW EXT 12,,7441,TABLE VIEW
ROSEDENE,,1459,BOKSBURG
SCHULZENDAL,1336,,SHONGWE MISSION
STELLENBERG,,7550,DURBANVILLE
TLHABANE,309,299,RUSTENBURG
TERENURE UIT 16,,1619,KEMPTON PARK
TSAKANE EXT 11,,1550,TSAKANE
TROJAN,,2190,JOHANNESBURG
VIEWCREST,,2192,JOHANNESBURG
VOSBURG,8780,,DE AAR
TUGELA MOUTH,4492,,MANDENI
WESTHOF,,7530,BELLVILLE
WILROPARK EXT 9,,1724,ROODEPOORT
UMHLATUZANA,4054,4092,CHATSWORTH
SIPETU,5135,,TABANKULU
TABLE VIEW EXT 5,,7441,TABLE VIEW
TASBET PARK UIT 2,1040,,TASBET PARK
THE ORCHARDS UIT 16,200,,ROSSLYN
VENTERSDORP,2710,2710,-
THE LAKES,,7975,FISH HOEK
UITKYK,,6400,KAREEDOUW
WESTONARIA EXT 8,,1779,WESTONARIA
TZANENG MALL,855,855,PIETERSBURG
THE SIDE,,7357,LANGEBAAN
TARENTAALRAND,859,,TZANEEN
WEST ACRES EXT 2,,1201,NELSPRUIT
TAMBOERSKLOOF,,8001,CAPE TOWN
SHALLCROSS UIT 2,,4093,QUEENSBURGH
TARA,,7550,DURBANVILLE
TAFELKOP,474,,BOLEU
WELTEVREDENPARK UIT 49,,1709,FLORIDA
WESTVIEW,,5850,SOMERSET EAST
TSHIDILAMOLOMO,2753,2753,MAFIKENG
UNION EXT 3,,1401,GERMISTON
VEREENIGING UIT 2,,1939,VEREENIGING
THULAMAHASHE,1365,,ACORNHOEK
SPRUITVIEW UIT 5,,1431,KATLEHONG
STRATHAVON UIT 7,2148,,JOHANNESBURG
STRACHANVILLE,4820,,LUSIKISIKI
WESSELTON EXT 1,,2351,ERMELO
TIGANE EXT 1,2600,2600,HARTBEESFONTEIN
VREDENDAL-NOORD,,8160,KAAPSTAD
TECOMA,5214,,EAST LONDON
UPPER CLAREMONT,,7708,CLAREMONT
THE REEDS EXT 10,158,,THE REEDS
ULUNDI,3838,,-
WATERVAL,,6820,TULBAGH
WHITE RIVER EXT 8,1240,,WHITE RIVER
WELTEVREDE,,7600,STELLENBOSCH
WELTEVREDENPARK EXT 7,,1709,FLORIDA
VAALWATER,530,,-
WOFA,5011,,IDUTYWA
VICTORIA MXENGE,,7784,KHAYELITSHA
WESTONARIA UIT 6,,1779,WESTONARIA
WILROPARK EXT 5,,1724,ROODEPOORT
RESIDENSIA UIT 1,,1984,MAFATSANA
SCOTTBURGH,4180,4180,SCOTTBURGH
SIDWADWENI,5172,,-
SHERWOOD,,6025,PORT ELIZABETH
STRUBENS VALLEY EXT 4,1735,,ROODEPOORT
SELBY EXT 24,,2092,JOHANNESBURG
RIVER CLUB EXT 33,2149,,JOHANNESBURG
SEBOKENG ZONE 21,,1984,MAFATSANA
SEKHUNG,794,,PIETERSBURG
SUNDOWNER EXT 7,2161,,JOHANNESBURG
VALYLAND,7978,7975,FISH HOEK
VANRIEBEECKSHOF,7540,,BELLVILLE
SILVERTOWN,,6201,ZWIDE
SALISBURY PARK,,6070,PORT ELIZABETH
SAUNDERSHOOGTE,8710,,JACOBSDAL
SCOTTSVILLE,,7570,KRAAIFONTEIN
SAKHILE,2431,2431,STANDERTON
THE REEDS UIT 14,158,,THE REEDS
TINA FALLS,5180,,QUMBU
SPRINGDALE,,6020,PORT ELIZABETH
SIKOBOBO,5100,,UMTATA
SINKSA BRIDGE,6535,,GEORGE
SKUKUZA,1350,,NELSPRUIT
SIDUMELA,5090,,MOUNT FRERE
STRATHAVON EXT 8,2031,,BRYANSTON
TRENANCE PARK,4345,4339,VERULAM
VAN RIEBEECKPARK UIT 2,,1619,KEMPTON PARK
SINKSABRUG,6535,,GEORGE
ROBINDALE EXT 1,,2194,JOHANNESBURG
TENDELA,3300,,MOOI RIVER
UNIEPARK,,7600,STELLENBOSCH
SOSHANGUVE BLOCK W,164,,SOSHANGUVE
TUMAHOLE,,9585,PARYS
UMZIMKULU MILL,4240,,PORT SHEPSTONE
TSAKANE UIT 5,,1550,TSAKANE
THE ORCHARDS EXT 10,200,,ROSSLYN
VEREENIGING UIT 1,,1939,VEREENIGING
SIDWELL,6061,6001,PORT ELIZABETH
SOSHANGUVE BLOCK TT,164,,SOSHANGUVE
TRUROLANDS,,4399,TONGAAT
TSWELELANG,2630,2630,WOLMARANSSTAD
STARHAMM,5050,,ENGCOBO
SPRINGFIELD PARK,,4051,DURBAN NORTH
THE HILL EXT 7,,2197,JOHANNESBURG
SUNNINGHILL EXT 72,2157,,JOHANNESBURG
SIYANDA,,4359,KWA-MASHU
THE CREST,,7550,DURBANVILLE
TAMBOVILLE,1516,,BENONI
SUPINGSTAD,2886,2886,ZEERUST
VOSLOORUS UIT 7,,1475,RUSLOO
SAULSVILLE EXT 3,,8,ATTERIDGEVILLE
SUNNINGDALERIF,,2192,JOHANNESBURG
STORMMILL,,1709,FLORIDA
UNIVERSITY OF POTCHEFSTROOM,,2531,POTCHEFSTROOM
SULENKAMA,5182,,QUMBU
SUNNINGDALE EXT 79,,2192,JOHANNESBURG
SUNDOWNER EXT 2,2161,,JOHANNESBURG
TAULOME,912,,PIETERSBURG
WATERVAL EST,,2195,JOHANNESBURG
WELTEVREDENPARK EXT 20,,1709,FLORIDA
TAYLORPARK,,1949,ZAMDELA
TLADI,,1868,KWAXUMA
VLEIFONTEIN LOC,948,,MUNZHEDZI
WESTBURY UIT 5,,2093,JOHANNESBURG
VAN DER HOFFPARK,,2531,POTCHEFSTROOM
VAAL MARINA,1945,,-
WANNENBURGHOOGTE,,1401,GERMISTON
THOKOZA,3838,,ULUNDI
UNION EXT 4,,1401,GERMISTON
WILROPARK EXT 2,,1724,ROODEPOORT
THEMBALIHLE UIT 9,1821,,LENASIA
TSHIBEDI,699,,PIETERSBURG
SILVERTON UIT 3,,184,SILVERTON
SUN CITY,316,,RUSTENBURG
TEMBISA UIT 12,,1632,TEMBISA
TIKWANA,9489,,-
UNIGRAY,,2197,JOHANNESBURG
WELTEVREDENPARK UIT 18,,1709,FLORIDA
TSHWARE,727,,SOVENGA
WATERKLOOF GLEN UIT 6,10,,GLENSTANTIA
SOSHANGUVE BLOCK L,,152,SOSHANGUVE
STEYTLER DGD,,6001,PORT ELIZABETH
ST MARY'S HOSPITAL,3835,,MELMOTH
SYBRAND VAN NIEKERK PARK,,1961,MEYERTON
TAMARA PARK,,157,CENTURION
WEMA,4107,,MOBENI
TINA BRIDGE,5180,,QUMBU
TSHABO 2,5663,,-
WEST ACRES EXT 3,,1201,NELSPRUIT
WHITE RIVER EXT 31,1240,,WHITE RIVER
STORMSVLEI,7252,,RIVIERSONDEREND
VAN RIEBEECKPARK UIT 16,,1619,KEMPTON PARK
TOSCA,1052,,NASARET
WELKOM EXT 10,,9459,WELKOM
WELTEVREDENPARK UIT 13,,1709,FLORIDA
VISHOEK,7974,7975,KAAPSTAD
TSITSA BRIDGE,5170,,TSOLO
STRATHAVON UIT 11,2031,,BRYANSTON
WELKOM UIT 26,,9459,WELKOM
THEMBALIHLE,,9835,VREDE
SOETEWEIDE,,7600,STELLENBOSCH
SUURMAN,428,,TEMBA
VULLY VALLEY,,4960,BUTTERWORTH
WHITE RIVER EXT 5,1240,,WHITE RIVER
ROSETTENVILLE UIT 5,,2190,JOHANNESBURG
SILVERTON UIT 11,,184,SILVERTON
SOLPLAATJIE VILLAGE,1773,,ROODERPOORT
SHIVITI,830,,-
SEPLAN,5377,,COFIMVABA
SABRE,5000,,IDUTYWA
SENOANE,,1818,TSHIAWELO
STRETFORD EXT 1,,1984,MAFATSANA
SONSTRAAL HEIGHTS,,7550,DURBANVILLE
SYMHURST EXT,,1401,GERMISTON
WELTEVREDENPARK EXT 51,,1709,FLORIDA
TELE BRIDGE,9769,,-
ROSETTA,3301,,ESTCOURT
SWANI RIDGE,4810,,FLAGSTAFF
SEBOKENG SONE 21,,1984,MAFATSANA
STRUBENVALE UIT,,1559,SPRINGS
SEBOKENG ZONE 6 EXT 3,,1984,SEBOKENG
THE PALMS,,7530,BELLVILLE
WATERKLOOF GLEN UIT 3,10,,GLENSTANTIA
TYENI,5180,,QUMBU
SANDOWN UIT 34,2031,,STRATHAVON
ST ANDREWS,,2007,JOHANNESBURG
SPES BONA,,2094,JOHANNESBURG
VAN RIEBEECKPARK EXT 15,,1619,KEMPTON PARK
TURFFONTEIN-WES,,2190,JOHANNESBURG
THULWE,419,419,TEMBA
ROOIHUISKRAAL NORTH EXT 1,154,,ROOIHUISKRAAL
RYNPARK,1501,1501,BENONI
ROSETTENVILLE UIT 2,,2190,JOHANNESBURG
THEMBENI,4342,,NDWEDWE
THE WILLOWS EXT 51,41,,DIE WILGERS
STIRLING,,5241,EAST LONDON
TABLE VIEW UIT 8,,7441,TABLE VIEW
WEDELA EXT 3,,2499,CARLETONVILLE
WESTENBURG EXT 1,,699,PIETERSBURG
SANDRINGHAM,,5319,-
STRATFORD PARK,,7100,EERSTE RIVER
SUNNINGHILL UIT 56,2157,,JOHANNESBURG
ST ALBANS,6385,,PORT ELIZABETH
VOORUITSTREWEND,1005,,CULLINAN
